04-iGMM-world_rank__jan_07_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,07-silvestri-employees_2022
"5,042","22,000",639,
"5,043",,,
"5,044",,,
"5,045",,746,
"5,046",639,,
"5,047",,,
"5,048","3,000",,
"5,049","3,973",,
"5,050",,,
"5,051",,670,
"5,052",,,
"5,053",746,,
"5,054",,,
"5,055",,875,
"5,056",,,
"5,057",670,,
"5,058",,,
"5,059",,,
"5,060",,,
"5,061",,"2,162",
"5,061",,"4,877",
"5,062",875,,
"5,063",,,
"5,064",,600,
"5,065","4,877",,
"5,066",,"5,246",
"5,067","2,162",,
"5,068",,"1,929",
"5,068",,,
"5,069",,"14,321",
"5,070",,"1,390",
"5,071",600,579,
"5,072",,,
"5,073",579,,
"5,074","1,390","2,487",
"5,075","14,321",,
"5,076",,,
"5,077","1,929","2,600",
"5,078",,,
"5,079","5,246","19,000",
"5,080",,,
"5,081",,,
"5,082",,,
"5,083",,"7,597",
"5,084","19,000",,
"5,085",,,
"5,086",,,
"5,087","2,600",,
"5,088",,,
"5,089",,"3,540",
"5,090","2,487",,
"5,091","7,597","19,985",
"5,092",,,
"5,093","19,985","16,844",
"5,094",,,
"5,095","3,540","4,000",
"5,096",,,
"5,097",,"5,900",
"5,098",,"5,709",
"5,099",,17,
"5,100",,,
"5,101","16,844",,
"5,102",,,
"5,103",,,
"5,104",,"2,905",
"5,105",17,,
"5,106","5,709","39,549",
"5,107","5,900","1,600",
"5,108",,,
"5,109","4,000",,
"5,110",,,
"5,111",,"1,910",
"5,112",,,
"5,113","1,910","6,600",
"5,114",,,
"5,115",,"11,500",
"5,116",,"39,821",
"5,117","1,600",,
"5,118","39,549","4,500",
"5,119",,,
"5,120","2,905",,
"5,121","6,600",,
"5,122",120,120,
"5,123",,,
"5,124",,,
"5,124",,,
"5,125","4,500",,
"5,126",,339,
"5,127","39,821","2,267",
"5,128","11,500","4,484",
"5,129",,"14,500",
"5,130",,,
"5,131",,,
"5,132",,,
"5,133","14,500","3,609",
"5,134","4,484","5,700",
"5,135","2,267","2,330",
"5,136",339,,
"5,137",,,
"5,138",,,
"5,139",,,
"5,139",,894,
"5,140","6,496","6,496",
"5,140",894,342,
"5,140",,,
"5,141",,"28,300",
"5,142",,,
"5,143",,,
"5,144","2,330",945,
"5,145","5,700",176,
"5,146","3,609",842,
"5,147",342,"1,700",
"5,148","2,000","2,000",
"5,149","1,700",,
"5,150",842,,
"5,151",176,,
"5,152",945,"2,439",
"5,153",,"8,714",
"5,154",,,
"5,155","28,300",,
"5,156",,745,
"5,157",,,
"5,158",,,
"5,159",,,
"5,160",745,"5,500",
"5,161",,,
"5,162",,970,
"5,163","8,714","2,300",
"5,164","2,439",,
"5,165",,,
"5,166",,,
"5,167",,,
"5,168","2,505","2,505",
"5,169",,"6,500",
"5,169",,,
"5,170",,,
"5,171",,,
"5,172","2,300",,
"5,173",970,"6,198",
"5,174",,,
"5,175","5,500",,
"5,176","6,500",950,
"5,177",,,
"5,178",950,,
"5,179",,,
"5,180",,,
"5,181","6,198","3,992",
"5,182",,"5,200",
"5,183",,,
"5,184",,,
"5,185",,,
"5,185",,,
"5,186",,,
"5,187",,,
"5,188",,"1,564",
"5,189",,,
"5,190",,,
"5,191","5,200","36,650",
"5,192","3,992",,
"5,193",,"6,988",
"5,194",,"5,395",
"5,195",,"14,000",
"5,196",,,
"5,197","14,000","46,000",
"5,198","5,395",,
"5,199","6,988",,
"5,200",,,
"5,201","36,650","9,695",
"5,202",,"9,034",
"5,203",,,
"5,204","1,564","32,335",
"5,205","46,000",693,
"5,206",,,
"5,207",693,"6,110",
"5,208","32,335",,
"5,209",,,
"5,210","9,034",662,
"5,211","9,695","2,826",
"5,212",,"7,035",
"5,213",,,
"5,214",,,
"5,215","6,110",,
"5,216","6,000","6,000",
"5,217",,,
"5,218",,"14,276",
"5,219",,,
"5,220","7,035","1,517",
"5,221","2,826",,
"5,222",662,,
"5,223",,"2,900",
"5,224",,"34,034",
"5,225",,,
"5,226",,,
"5,227",,,
"5,228","34,034",,
"5,229","2,900",,
"5,230",,,
"5,231",,,
"5,231","1,517",,
"5,232",,736,
"5,233","14,276","319,000",
"5,234",,,
"5,235","2,708","2,708",
"5,236",,"12,656",
"5,237","319,000","1,177",
"5,238",736,,
"5,239",,,
"5,240",,,
"5,241",,"1,082",
"5,242",,,
"5,243",,500,
"5,244","12,656",,
"5,245",,,
"5,246",,,
"5,247",500,,
"5,248",,"2,149",
"5,249","1,082",,
"5,250",,,
"5,251",,,
"5,252",,"1,134",
"5,253","1,177",870,
"5,254",,946,
"5,255","5,900","5,900",
"5,256",946,"1,839",
"5,257",870,,
"5,258","1,134",,
"5,259",,216,
"5,260",,,
"5,261",,,
"5,262","2,149",,
"5,263",,,
"5,263","1,839","7,167",
"5,264",,,
"5,265","7,167","1,352",
"5,266",,,
"5,267",,697,
"5,268",,"4,600",
"5,269",,"4,864",
"5,270",216,,
"5,271",,,
"5,272",,,
"5,273","1,352",,
"5,274","1,750","1,750",
"5,275",,"9,000",
"5,276",,,
"5,277",,,
"5,278",,400,
"5,279","4,864","7,830",
"5,280","4,600",354,
"5,281",697,,
"5,282",,,
"5,282","9,000",,
"5,283",,,
"5,284",,,
"5,285",,,
"5,286",,"6,900",
"5,287",354,,
"5,288","7,830",,
"5,289",400,,
"5,290",,,
"5,291",,,
"5,292",,,
"5,293",201,201,
"5,294",,,
"5,295",,"5,000",
"5,297",,,
"5,297",,,
"5,298",,,
"5,299",,58,
"5,300","6,900",606,
"5,301",,,
"5,302",,,
"5,303",,,
"5,304",,,
"5,305",,"2,323",
"5,306",606,"42,974",
"5,307",58,,
"5,308",,48,
"5,309",,,
"5,310",,,
"5,311","5,000",,
"5,312",,,
"5,313",,,
"5,314",,,
"5,315",,"5,543",
"5,316",,"1,175",
"5,317",,,
"5,318",48,,
"5,319",,"35,000",
"5,320","42,974",,
"5,321","2,323",,
"5,322",,366,
"5,323",,,
"5,324",366,"1,200",
"5,324",,,
"5,325",,"2,416",
"5,326","35,000",,
"5,327",,,
"5,328",,"15,500",
"5,329","1,175",,
"5,330","5,543",,
"5,331","1,200",,
"5,332","1,355","1,355",
"5,333",,,
"5,334",,,
"5,335",,,
"5,336","15,500",,
"5,337",,527,
"5,338",,,
"5,339","2,416","9,122",
"5,340",,,
"5,341",,,
"5,342","1,670","1,670",
"5,343",,,
"5,344",,,
"5,345","9,122",,
"5,346",,,
"5,347",527,,
"5,348",,"1,440",
"5,349",,,
"5,350",,"1,700",
"5,351",,776,
"5,352",,,
"5,353",776,,
"5,354","1,700",,
"5,355",,,
"5,356","1,440","19,200",
"5,357",,"4,700",
"5,358",,,
"5,359",,,
"5,360",,"5,334",
"5,361",,146,
"5,362",,,
"5,363",146,,
"5,364","5,334","2,302",
"5,365",,,
"5,366",,"3,100",
"5,367","4,700",,
"5,368","19,200",,
"5,369",,,
"5,370",,,
"5,371",,,
"5,372",,,
"5,373",,"1,600",
"5,374",,,
"5,375",,,
"5,376",,788,
"5,377",,,
"5,378","3,100","4,400",
"5,379",,,
"5,380","2,302",,
"5,381","1,600","7,000",
"5,382","6,532","6,532",
"5,383","7,000",,
"5,384",,,
"5,385",,"1,716",
"5,386","4,400",,
"5,387",,131,
"5,388",788,,
"5,389",,,
"5,390",,,
"5,391",,,
"5,391","8,720","8,720",
"5,392",,"16,860",
"5,393",,,
"5,394",,,
"5,395",,,
"5,396",131,86,
"5,397",,,
"5,397","1,716",,
"5,398",,"14,000",
"5,399","16,860",127,
"5,400",,,
"5,401",127,,
"5,402","14,000","9,823",
"5,403",,"3,900",
"5,404",,474,
"5,405",86,"9,116",
"5,406",,,
"5,407",,"4,056",
"5,408",,,
"5,409",,,
"5,410",178,178,
"5,411",,409,
"5,412",,"1,721",
"5,413","4,056",319,
"5,414",,,
"5,415","9,116",494,
"5,416",474,,
"5,417","3,900","2,392",
"5,418","9,823",,
"5,419",409,"10,000",
"5,420",,,
"5,421","10,000",,
"5,422",,,
"5,423","2,392",,
"5,424",,"2,344",
"5,425",494,,
"5,426",,,
"5,427",319,"2,196",
"5,428","1,721",,
"5,429",,,
"5,430",,,
"5,431",,517,
"5,432",,,
"5,432","2,196","4,500",
"5,433",,,
"5,434",,,
"5,435","2,344",,
"5,436",,"6,000",
"5,437",,"6,507",
"5,438",517,,
"5,439","5,980","5,980",
"5,440",,,
"5,441","6,507",,
"5,442","6,000","22,385",
"5,443",,,
"5,444",,,
"5,445",,,
"5,446","4,500",,
"5,447",,,
"5,448",,,
"5,449","6,122","6,122",
"5,450",,"2,609",
"5,451",,,
"5,452",,,
"5,453",,,
"5,454",,,
"5,455",,,
"5,456","22,385",,
"5,457",,,
"5,458","2,609",,
"5,459",,,
"5,459",,620,
"5,460",,,
"5,461",,"15,615",
"5,462",,"2,900",
"5,463",,327,
"5,464",,,
"5,465",,,
"5,466",,,
"5,467",620,"3,066",
"5,467","5,172","5,172",
"5,468","3,066",,
"5,469",,,
"5,470",,,
"5,471",,587,
"5,472",327,286,
"5,473","2,900",,
"5,474","15,615","2,023",
"5,475",,"8,988",
"5,476",,"5,454",
"5,477","5,454",,
"5,478","8,988","7,000",
"5,479",,,
"5,480","2,023","10,500",
"5,481",,,
"5,482",286,,
"5,483",587,,
"5,484",,984,
"5,485",,,
"5,486",,,
"5,487",,,
"5,488",,,
"5,489",984,966,
"5,490",,,
"5,491",,,
"5,492",,,
"5,493","10,500",,
"5,494",,,
"5,495","7,000",650,
"5,496",,156,
"5,497",156,,
"5,498",650,,
"5,499",,,
"5,500",,"5,800",
"5,501",,471,
"5,502",,"1,642",
"5,503",,"6,170",
"5,504",966,,
"5,505",,"2,123",
"5,505",,166,
"5,506",166,,
"5,507","2,123",,
"5,508",,,
"5,508","6,170",,
"5,508","1,642",152,
"5,509",471,,
"5,510","5,800",,
"5,511",,"6,918",
"5,512",,"3,741",
"5,513",,,
"5,514",,,
"5,515","3,741",,
"5,516","6,918",,
"5,517",,,
"5,518",,,
"5,519",152,"3,954",
"5,520",,,
"5,521",,"3,961",
"5,522",,"1,900",
"5,523",,,
"5,524",,"1,918",
"5,525","1,900","10,000",
"5,526","3,961",,
"5,527",,,
"5,528","3,954",,
"5,529",,,
"5,530",,,
"5,530",,,
"5,531",,,
"5,532","1,918","5,710",
"5,533","5,710",,
"5,534",,,
"5,534",,"6,200",
"5,535",,,
"5,536",,,
"5,537",,,
"5,538",,947,
"5,539",,,
"5,540","10,000",,
"5,541",,,
"5,542",,,
"5,543",,,
"5,544",,,
"5,545",947,,
"5,546",,,
"5,547",,,
"5,548",,,
"5,549","6,200",,
"5,550",,,
"5,551",,"12,496",
"5,552","12,496",,
"5,553",,,
"5,554",,,
"5,555",,"2,000",
"5,556",,,
"5,557",,,
"5,558",,"1,903",
"5,558",,,
"5,559",,"20,242",
"5,560",,,
"5,561",,,
"5,562","20,242","5,100",
"5,563",,,
"5,564","1,903","1,000",
"5,565",,,
"5,566",,,
"5,567","2,000","7,066",
"5,568",,,
"5,569",,,
"5,570",,625,
"5,571",625,645,
"5,572",,"4,061",
"5,573",,,
"5,574","7,066",,
"5,575",,"2,617",
"5,576",,115,
"5,577","1,000","1,948",
"5,578",,641,
"5,579","5,100",,
"5,579",645,,
"5,580",,,
"5,581",,"1,350",
"5,582",641,,
"5,583","1,948",,
"5,584",115,,
"5,585","2,617","20,075",
"5,586",,"19,873",
"5,587",,,
"5,588","4,061",,
"5,589",,76,
"5,590",76,,
"5,591",,"5,200",
"5,592",,"3,400",
"5,593","19,873",,
"5,594","20,075",,
"5,595",,383,
"5,596",,"45,000",
"5,596",,,
"5,597","1,350","8,269",
"5,598",,"11,474",
"5,599","11,474",,
"5,600","8,269",,
"5,601",,,
"5,602","45,000","3,708",
"5,603",383,"2,388",
"5,604",,,
"5,605",,,
"5,606","3,400",,
"5,607","5,200",371,
"5,608",,320,
"5,609",320,,
"5,610",371,"49,767",
"5,611",,,
"5,612",,,
"5,613",,"5,271",
"5,614","2,388","6,581",
"5,615","3,708",,
"5,616",,,
"5,617",,"1,600",
"5,618",,,
"5,619",,"8,800",
"5,620","1,600",,
"5,621",,,
"5,622",,,
"5,623","6,581",,
"5,624","5,271",,
"5,625",,,
"5,626",,393,
"5,627","49,767",,
"5,628","8,800",,
"5,629",,,
"5,630",,,
"5,631",393,335,
"5,632",,"3,340",
"5,633",,,
"5,634",,,
"5,635",,,
"5,636",,,
"5,637",,,
"5,637",,,
"5,639",,,
"5,640",,73,
"5,641",,,
"5,642",,,
"5,643",,"4,400",
"5,644",,,
"5,645",,,
"5,646","3,340","1,540",
"5,647",335,,
"5,648",,,
"5,649",,,
"5,650",,"1,433",
"5,651","1,540",,
"5,652",,"5,969",
"5,653",,"2,190",
"5,654","4,400","14,100",
"5,655",,,
"5,656",,"1,300",
"5,657",73,,
"5,658",,"26,000",
"5,659","26,000","34,220",
"5,660",,,
"5,661","1,300",,
"5,662",,332,
"5,663","14,100",,
"5,664","2,190",,
"5,665","5,969",,
"5,666",,,
"5,667","1,433","1,800",
"5,668","34,220",,
"5,669",,,
"5,670","1,800",,
"5,671",,"1,337",
"5,672",,"2,900",
"5,673",,740,
"5,674",,,
"5,675",332,"6,579",
"5,676",,,
"5,677",,,
"5,678",,,
"5,679",,,
"5,680",,"1,406",
"5,681",,,
"5,682","6,579",,
"5,683",,,
"5,684",740,,
"5,685","2,900",199,
"5,686","1,337",485,
"5,687",,"5,524",
"5,688",,,
"5,689","5,524",,
"5,690",485,,
"5,691",199,,
"5,692",,93,
"5,693",,"1,116",
"5,694",,,
"5,695",,,
"5,696",,"3,119",
"5,697","1,406",,
"5,698",,,
"5,699",,"3,714",
"5,700","3,119","3,426",
"5,701",,"7,190",
"5,702",,90,
"5,703","1,116","1,350",
"5,704",93,,
"5,705",,,
"5,706",,"6,300",
"5,707",,,
"5,708",,,
"5,709",,"157,000",
"5,710","6,300","1,662",
"5,711",,"1,685",
"5,712",,,
"5,713","1,350","19,000",
"5,714",90,"1,952",
"5,715","7,190",,
"5,716","3,426",,
"5,716","3,714","2,554",
"5,717",,"13,882",
"5,718",,,
"5,719","2,554",,
"5,720",,"1,196",
"5,721","1,952",,
"5,722","19,000",,
"5,723",,,
"5,724","1,685","2,331",
"5,725","1,662",,
"5,726","157,000",,
"5,727","13,882",,
"5,728",,,
"5,729",,,
"5,730","2,331","3,300",
"5,731",,"13,805",
"5,731",,"4,700",
"5,732",,"28,601",
"5,733","1,196","1,726",
"5,734",,"2,000",
"5,735",,,
"5,736",,"15,241",
"5,737",,,
"5,738","1,726",,
"5,739","2,000","4,815",
"5,740","28,601",829,
"5,741","4,700","2,700",
"5,742","13,805",,
"5,743","3,300",,
"5,744",,,
"5,745",,,
"5,746","15,241",,
"5,747",,,
"5,748",,,
"5,749",,,
"5,750",,,
"5,751","2,700",,
"5,752",829,"55,888",
"5,753","4,815","1,119",
"5,754",,,
"5,755",,,
"5,756",,,
"5,757",,,
"5,758",,"10,400",
"5,759","1,119","24,700",
"5,760","55,888",,
"5,761",,,
"5,762",,,
"5,763",,,
"5,764",,,
"5,765",,,
"5,766",,,
"5,767",,,
"5,768",,116,
"5,769",,,
"5,770",,,
"5,771",,731,
"5,772",,714,
"5,773","24,700","1,195",
"5,774","10,400",,
"5,775",,,
"5,776",,"7,818",
"5,777",,"31,496",
"5,778",,,
"5,779","1,195",,
"5,780",714,,
"5,781",731,,
"5,782",,,
"5,783",,,
"5,784",116,,
"5,785",,"2,600",
"5,786","7,818",,
"5,787","2,600","43,961",
"5,788",,,
"5,789",,,
"5,790",,,
"5,791",,,
"5,792",,,
"5,793",,,
"5,794",,,
"5,795","31,496",,
"5,796",,,
"5,797",,394,
"5,798",,,
"5,798",,,
"5,798",,,
"5,799",,"16,631",
"5,800",,40,
"5,801",,"2,500",
"5,802",,,
"5,803","43,961",,
"5,804",,"1,606",
"5,805",,"2,249",
"5,806",,"2,571",
"5,807","2,500",,
"5,808","16,631","1,871",
"5,809",40,,
"5,810",,"5,600",
"5,811",,,
"5,812",,"11,000",
"5,813",394,"15,300",
"5,814","1,606",,
"5,815","15,300",,
"5,816","11,000",,
"5,816",,,
"5,817","5,600",125,
"5,818",,"6,405",
"5,818","1,871",,
"5,819",,,
"5,820","2,571","2,527",
"5,821","2,249","4,155",
"5,822",,,
"5,823","4,155",530,
"5,824","2,527",667,
"5,825",,,
"5,826",,"4,400",
"5,827","6,405","5,357",
"5,828",125,585,
"5,829",,,
"5,830",,"5,026",
"5,831",,,
"5,832",,894,
"5,833",,,
"5,834","5,026",,
"5,835",,,
"5,836",585,,
"5,836","5,357",,
"5,837","4,400",,
"5,838",,,
"5,839",667,"2,199",
"5,840",530,,
"5,841",894,,
"5,842",,,
"5,843","2,199",,
"5,844",,,
"5,845",,105,
"5,846",,727,
"5,847",,"2,147",
"5,848",,,
"5,849",,"4,308",
"5,850",,,
"5,851",,,
"5,852",,,
"5,853","4,308",,
"5,854",,,
"5,855","2,147",,
"5,856",727,,
"5,857",105,,
"5,858",,141,
"5,859",,"30,000",
"5,860",,"40,541",
"5,861",,"24,329",
"5,862","40,541",,
"5,863","30,000",,
"5,864",141,,
"5,864",,"40,000",
"5,865",,"7,518",
"5,866",,,
"5,867",,,
"5,868",,,
"5,869",,,
"5,870","24,329",801,
"5,871",,"3,100",
"5,872",,,
"5,873",,,
"5,874",,,
"5,875","7,518",254,
"5,876","40,000","1,962",
"5,877",,156,
"5,878",,,
"5,879",,,
"5,880",801,,
"5,881",,,
"5,882",,"2,300",
"5,883",156,"11,092",
"5,884","1,962","34,733",
"5,885",254,,
"5,886",,,
"5,887",,"19,627",
"5,888",,"7,794",
"5,888","3,100",,
"5,889",,,
"5,889",,,
"5,890","19,627","1,650",
"5,891","7,794",,
"5,892",,,
"5,893",,,
"5,894","34,733",,
"5,895","11,092",,
"5,896","2,300",,
"5,897",,"24,000",
"5,898",,,
"5,898","24,000",,
"5,899",,,
"5,900",,238,
"5,901",,,
"5,902",,668,
"5,902",,"1,557",
"5,902",,"1,211",
"5,903","1,650",,
"5,904",,,
"5,905",,851,
"5,906",,,
"5,907",,,
"5,908","1,211",,
"5,909","1,557",,
"5,910",668,361,
"5,911",,,
"5,912",238,,
"5,913",,,
"5,914",,,
"5,915",851,"1,300",
"5,916",,,
"5,917",,,
"5,918",,,
"5,919",,,
"5,920",361,"1,800",
"5,921",,358,
"5,922",,,
"5,923",,,
"5,924",,108,
"5,925","1,300",,
"5,926",108,,
"5,927",,"2,692",
"5,928",,,
"5,928",358,"2,847",
"5,929","1,800",,
"5,930",,,
"5,931",,,
"5,932",,"2,588",
"5,933",,"10,947",
"5,934",,"3,840",
"5,935","10,947","3,400",
"5,936","2,588",,
"5,937",,,
"5,938",,,
"5,939",,,
"5,940","2,847",870,
"5,941",,,
"5,942","2,692","11,500",
"5,943",,,
"5,944","3,840",,
"5,944",,,
"5,945","11,500","2,429",
"5,945",,"43,011",
"5,946",870,,
"5,946",,,
"5,947",,,
"5,948",,,
"5,949",,"6,800",
"5,950","3,400",,
"5,951",,,
"5,952",,,
"5,953","6,800",,
"5,953",,,
"5,954",,,
"5,955",,,
"5,956",,,
"5,956","43,011","2,850",
"5,957","2,429",,
"5,958",,,
"5,959",,,
"5,960",,,
"5,960",,,
"5,961","2,850",,
"5,962",,578,
"5,963",,"1,020",
"5,963",,,
"5,964",,,
"5,965",,,
"5,966",,,
"5,967",,,
"5,968",,,
"5,969",,"20,014",
"5,970",,,
"5,971",,"4,400",
"5,972","1,020",,
"5,973",578,,
"5,974",,,
"5,975",,,
"5,976",,"8,000",
"5,977",,"2,500",
"5,978","8,000",,
"5,979",,,
"5,980",,,
"5,981",,,
"5,982",,,
"5,983","4,400",,
"5,984",,,
"5,985","20,014","1,175",
"5,986",,,
"5,987","2,500",,
"5,988",,"11,013",
"5,989","1,175",,
"5,990",,"1,791",
"5,991",,"18,400",
"5,992",,"11,606",
"5,993",,,
"5,994",,,
"5,995",,,
"5,996",,,
"5,997",,,
"5,998",,,
"5,999",,,
"6,000",,,
"6,001",,,
"6,001","11,606",,
"6,002","18,400","7,000",
"6,003","1,791",,
"6,004",,,
"6,005","11,013","3,688",
"6,006",,,
"6,007","3,688",,
"6,008",,,
"6,009",,,
"6,010","7,000","9,921",
"6,011",,,
"6,012",,,
"6,013",,"6,368",
"6,014",,"23,000",
"6,015",,,
"6,016",,,
"6,017",,,
"6,018","23,000",,
"6,019","6,368",,
"6,020",,,
"6,021",,,
"6,022","9,921",,
"6,023",,,
"6,024",,,
"6,025",,,
"6,026",,,
"6,027",,,
"6,028",,"13,000",
"6,029",,"1,189",
"6,030",,,
"6,031",,,
"6,031",,,
"6,032",,,
"6,033",,250,
"6,033",,,
"6,034",,,
"6,035",,,
"6,036",250,,
"6,037",,,
"6,038",,,
"6,039",,,
"6,040",,"9,205",
"6,041","1,189",,
"6,042","13,000","12,837",
"6,043",,,
"6,044",,805,
"6,045",,,
"6,046","12,837","11,576",
"6,047",,"4,412",
"6,048","9,205",,
"6,049",,,
"6,049",,,
"6,050",,,
"6,051",,"3,000",
"6,052",,,
"6,052",805,,
"6,053",,,
"6,054","3,000",,
"6,055",,,
"6,056",,510,
"6,057",,,
"6,058",,,
"6,059","4,412",,
"6,060","11,576",31,
"6,061",,"5,000",
"6,062",,,
"6,063","5,000",,
"6,064",31,,
"6,065",,,
"6,066",,,
"6,067",,,
"6,068",,,
"6,069",510,,
"6,070",,,
"6,071",,,
"6,072",,,
"6,073",,,
"6,074",,,
"6,075",,13,
"6,076",,,
"6,077",,,
"6,078",,,
"6,079",,"40,443",
"6,080",,"2,036",
"6,080",,,
"6,080",,,
"6,080",,,
"6,081","2,036",,
"6,082","40,443",,
"6,083",,,
"6,084",,323,
"6,085",,,
"6,086",13,568,
"6,087",,"3,274",
"6,088",,,
"6,089",,,
"6,090",,,
"6,091","3,274",,
"6,092",568,"16,959",
"6,093",,"26,000",
"6,094",323,"5,364",
"6,095",,,
"6,096",,,
"6,097",,,
"6,098",,,
"6,099",,751,
"6,100",,,
"6,101",,,
"6,102",,48,
"6,103",,,
"6,104","5,364",,
"6,105","26,000",,
"6,106","16,959",,
"6,107",,,
"6,108",,,
"6,109",751,390,
"6,110",,"6,000",
"6,111",,,
"6,113",,,
"6,114",,,
"6,114",,,
"6,115",,,
"6,116",48,"46,000",
"6,117",,,
"6,118",,,
"6,119",390,"21,700",
"6,120",,"1,393",
"6,121",,,
"6,122","46,000",,
"6,123",,,
"6,124",,,
"6,125",,,
"6,126",,,
"6,127",,,
"6,128","6,000","1,269",
"6,129","21,700","7,300",
"6,130","1,269",,
"6,131",,,
"6,132",,,
"6,133",,,
"6,134",,358,
"6,135",,"2,431",
"6,136",,"8,206",
"6,137",,"3,881",
"6,138","1,393","2,021",
"6,139","7,300","15,205",
"6,140","2,021",,
"6,141","3,881",,
"6,142","8,206",,
"6,143","2,431",,
"6,144",358,,
"6,145",,,
"6,146",,,
"6,147",,,
"6,147",,,
"6,148","15,205",,
"6,149",,,
"6,150",,327,
"6,151",,,
"6,152",,,
"6,153",,,
"6,154",,"11,260",
"6,154",,,
"6,155",,876,
"6,156",,"1,350",
"6,157",,,
"6,158","1,350","4,680",
"6,159",876,,
"6,160",,,
"6,161","11,260",,
"6,162",,,
"6,163",,,
"6,164",,,
"6,165",327,,
"6,166",,,
"6,167",,,
"6,168",,,
"6,168",,,
"6,169",,,
"6,170",,"5,000",
"6,171",,769,
"6,171",,,
"6,172",,765,
"6,173",,,
"6,174","4,680",645,
"6,175",,,
"6,176",645,,
"6,177",,"39,341",
"6,178",765,,
"6,179",,,
"6,180",769,"3,500",
"6,181","5,000",,
"6,182",,,
"6,183",,,
"6,184",,,
"6,185",,"4,380",
"6,186",,,
"6,187",,16,
"6,188",,,
"6,189",,,
"6,190","3,500",,
"6,190",,,
"6,191",,,
"6,192","39,341",,
"6,193",,,
"6,194","4,380",,
"6,195",,"16,000",
"6,196",,"10,200",
"6,197",,,
"6,198",,,
"6,199",,"2,681",
"6,200",,321,
"6,201",,,
"6,202",16,,
"6,203",,573,
"6,204",,"1,545",
"6,206",573,275,
"6,207",,,
"6,208",,"24,000",
"6,209",321,,
"6,210","2,681",950,
"6,211",,,
"6,212",,,
"6,213","10,200",65,
"6,214","16,000",,
"6,215","1,545",,
"6,216",,,
"6,217",65,,
"6,218",,,
"6,219",,,
"6,220",950,,
"6,221",,,
"6,221","24,000","1,162",
"6,222",,,
"6,223",275,"8,577",
"6,224",,,
"6,225","8,577",,
"6,226",,,
"6,227","1,162","1,238",
"6,228",,,
"6,229",,591,
"6,230",,"2,879",
"6,231",,"45,800",
"6,232",,,
"6,233",,,
"6,234",,,
"6,235",,,
"6,236",,,
"6,237","45,800",,
"6,238","2,879","29,000",
"6,239",591,,
"6,240",,,
"6,241","1,238",,
"6,242",,,
"6,243",,,
"6,244",,,
"6,245",,,
"6,246",,,
"6,247",,,
"6,248",,,
"6,249",,,
"6,250","29,000",,
"6,251",,"11,322",
"6,252",,,
"6,253",,,
"6,254",,,
"6,255",,,
"6,256",,"5,500",
"6,257","11,322",,
"6,258",,,
"6,259",,"4,100",
"6,260",,,
"6,261",,"8,311",
"6,262",,,
"6,263",,"1,987",
"6,263",,507,
"6,264","1,987","2,535",
"6,265",,,
"6,266","8,311",,
"6,267",,,
"6,268","4,100","1,429",
"6,269",,,
"6,270",,"4,000",
"6,271","5,500",,
"6,272",,,
"6,273",507,"107,983",
"6,274",,"1,468",
"6,275",,,
"6,276","4,000",,
"6,277",,"1,300",
"6,277","1,429",,
"6,278",,"7,585",
"6,279",,,
"6,280",,,
"6,281","2,535",,
"6,282","107,983",,
"6,283",,"2,103",
"6,284",,,
"6,285",,,
"6,286","7,585",,
"6,287",,,
"6,288","1,300",,
"6,289",,,
"6,290",,,
"6,291","1,468",,
"6,292",,154,
"6,293",,205,
"6,294",,,
"6,295",,,
"6,296",,"2,400",
"6,297",,"21,164",
"6,298",,"4,625",
"6,299",,,
"6,300",,"18,158",
"6,301","2,103",,
"6,302",154,,
"6,303",,,
"6,304","18,158",,
"6,305",,,
"6,305","4,625",,
"6,306","21,164",,
"6,307","2,400",,
"6,308",,,
"6,308",,"22,830",
"6,309",205,45,
"6,310",,"6,000",
"6,311",45,"7,700",
"6,312","22,830",,
"6,312",,"3,428",
"6,313",,"3,400",
"6,314",,,
"6,315",,,
"6,316",,,
"6,317",,"26,000",
"6,318",,,
"6,319","6,000",,
"6,320",,,
"6,321","26,000",,
"6,322",,,
"6,323",,"1,569",
"6,324",,,
"6,325","3,400","7,207",
"6,326","3,428","7,200",
"6,327",,,
"6,328","7,700","8,993",
"6,329",,,
"6,330","8,993",,
"6,331",,,
"6,332","7,200",,
"6,333","7,207",,
"6,334",,,
"6,335",,,
"6,336","1,569","4,088",
"6,337",,,
"6,338",,,
"6,338",,,
"6,339",,,
"6,340",,,
"6,341","4,088",,
"6,342",,"1,650",
"6,343",,,
"6,344",,,
"6,345",,"1,200",
"6,346",,,
"6,347",,571,
"6,348",,,
"6,349",571,,
"6,350",,,
"6,351","1,200","1,978",
"6,352",,,
"6,352",,,
"6,353","1,650",,
"6,354",,,
"6,354",,,
"6,355",,,
"6,356",,,
"6,357",,,
"6,358",,332,
"6,359",,,
"6,360",,,
"6,361",,,
"6,362",,"2,490",
"6,363","1,978","3,432",
"6,364",,,
"6,365",,,
"6,366",,,
"6,367",,,
"6,368",,,
"6,369","3,432",,
"6,370","2,490",,
"6,371",,352,
"6,372",,"8,750",
"6,373",,123,
"6,374",332,,
"6,375",,,
"6,376",,,
"6,377",,,
"6,378",,,
"6,379",123,745,
"6,380","8,750",,
"6,381",352,,
"6,382",,,
"6,383",,"3,418",
"6,384",,229,
