10-DeBiGa-industry,10-DeBiGa-website,10-DeBiGa-headquarters
financial services,www.gfgsa.com,argentina
technology and communications,www.kakaocorp.com,south korea
pharmaceuticals and healthcare,www.eastchinapharm.com,china
consumer packaged goods,www.nichirei.co.jp,japan
retailing,mwg.vn,vietnam
industrial goods and machinery,www.ebara.co.jp,japan
power,www.chinapower.hk,hong kong
automotive,www.hlmando.com,south korea
construction,www.fayat.com,france
energy and utilities,www.woqod.com,qatar
energy and utilities,www.sprc.co.th,thailand
construction,www.yanlordland.com,singapore
construction,www.martinmarietta.com,united states of america
transport and logistics,development.coscoshipping.com,china
retailing,www.asosplc.com,united kingdom
retailing,www.woolworthsholdings.co.za,south africa
technology and communications,www.keysight.com,united states of america
energy and utilities,www.mymesra.com.my,malaysia
energy and utilities,www.rubis.fr,france
paper and packaging,pactivevergreen.com,united states of america
aerospace and defense,www.transdigm.com,united states of america
technology and communications,www.smics.com,china
financial services,www.bancodebogota.com,colombia
financial services,www.zybank.com.cn,china
technology and communications,www.nri.com,japan
metals and mining,www.mechel.com,russia
consumer packaged goods,corporate.mattel.com,united states of america
automotive,www.jmc.com.cn,china
power,www.rikuden.co.jp,japan
paper and packaging,www.daio-paper.co.jp,japan
automotive,www.porsche-se.com,germany
metals and mining,www.huayou.com,china
pharmaceuticals and healthcare,www.iconplc.com,ireland
financial services,www.bidv.com.vn,vietnam
technology and communications,www.skyworksinc.com,united states of america
energy and utilities,www.marathonoil.com,united states of america
power,www.opg.com,canada
industrial goods and machinery,www.husqvarna.com,sweden
construction,www.vingroup.net,vietnam
power,www.enea.pl,poland
technology and communications,www.paloaltonetworks.com,united states of america
financial services,www.daiwa-grp.jp,japan
financial services,www.bank-of-tianjin.com.cn,china
technology and communications,www.a1.group,austria
retailing,www.shinsegae.com,south korea
power,www.rushydro.ru,russia
energy and utilities,www.nov.com,united states of america
financial services,www.ubibanca.it/,italy
construction,www.sacyr.com/es_es,spain
metals and mining,www.hk661.com,hong kong
paper and packaging,sealedair.com,united states of america
technology and communications,www.soprasteria.com,france
consumer packaged goods,monsterbevcorp.com,united states of america
industrial goods and machinery,www.ametek.com,united states of america
technology and communications,www.esprinet.com,italy
transport and logistics,www.senkogrouphd.co.jp,japan
construction,www.vulcanmaterials.com,united states of america
financial services,nationalgeneral.com,united states of america
technology and communications,www.zdtco.com,united kingdom
construction,www.unitedtractors.com,indonesia
financial services,www.scb.co.th/en/investor-relations.html,thailand
transport and logistics,www.brambles.com,australia
industrial goods and machinery,www.gea.com,germany
automotive,www.lookersplc.com,united kingdom
power,investors.evergy.com,united states of america
construction,www.cornerstonebuildingbrands.com,united states of america
financial services,www.bangkokbank.com,thailand
technology and communications,www.taiwanmobile.com,taiwan
paper and packaging,www.sonoco.com,united states of america
automotive,ir.nio.com,china
chemicals,www.kuraray.co.jp,japan
aerospace and defense,www.hanwhaaerospace.co.kr,south korea
financial services,www.3i.com,united kingdom
industrial goods and machinery,www.walsin.com,taiwan
transport and logistics,schneider.com,united states of america
pharmaceuticals and healthcare,www.meheco.com,china
construction,www.sinoma.com.cn,china
financial services,www.bmo.com/main/wealth-management,canada
financial services,www.gicofindia.com/en,india
technology and communications,www.zebra.com,united states of america
technology and communications,www.celestica.com,canada
metals and mining,www.sino-platinum.com.cn,china
power,www.powergrid.in,india
metals and mining,www.mitsui-kinzoku.com,japan
pharmaceuticals and healthcare,www.yunnanbaiyao.com.cn,china
construction,www.babcockinternational.com,united kingdom
business and consumer services,www.wolterskluwer.nl,netherlands
power,www.verbund.com,austria
industrial goods and machinery,www.wartsila.com,finland
retailing,www.capriholdings.com/corporate-overview/default.a,united kingdom
construction,www.crcement.com,hong kong
transport and logistics,www.singaporeair.com/en_uk/hk/homerank_/book/bookfligh,singapore
energy and utilities,akerbp.com,norway
metals and mining,ir.ryerson.com,united states of america
transport and logistics,www.ryanair.com,ireland
technology and communications,www.ais.th,thailand
retailing,www.ingles-markets.com,united states of america
financial services,www.kemper.com,united states of america
paper and packaging,www.silganholdings.com,united states of america
construction,www.mdu.com,united states of america
energy and utilities,adnocdistribution.ae,united arab emirates
retailing,www.centralretail.com,thailand
power,www.gruppoiren.it,italy
chemicals,www.phosagro.ru,russia
technology and communications,www.broadridge.com,united states of america
technology and communications,www.windstream.com,united states of america
medical equipment,www.intuitivesurgical.com,united states of america
power,www.yonden.co.jp,japan
industrial goods and machinery,www.ntn.co.jp,japan
energy and utilities,www.clr.com,united states of america
financial services,www.nedbank.co.za,south africa
technology and communications,www.hitachi-hightech.com,japan
industrial goods and machinery,www.bekaert.com,belgium
construction,www.kbhome.com,united states of america
technology and communications,www.stengg.com,singapore
technology and communications,www.changhongit.com,hong kong
retailing,www.via.com.br,brazil
construction,www.zhenrodc.com,china
leisure and arts,www.rbi.com,canada
transport and logistics,www.amerco.com,united states of america
construction,www.nomura-re-hd.co.jp,japan
construction,jp.toto.com,japan
technology and communications,www.3ds.com,france
construction,www.reece.com.au,australia
energy and utilities,www.gibsonenergy.com,canada
consumer packaged goods,www.levistrauss.com,united states of america
power,www.hydroone.com,canada
alternative energy,www.clypg.com.cn,china
technology and communications,www.cerner.com,united states of america
retailing,www.sundrug.co.jp,japan
technology and communications,www.ropertech.com,united states of america
transport and logistics,www.samsungshi.com,south korea
energy and utilities,www.chk.com,united states of america
power,www.pplweb.com,united states of america
leisure and arts,www.hilton.com,united states of america
power,www.tatapower.com,india
power,www.sembcorp.com,singapore
consumer packaged goods,www.herbalife.com,united kingdom
technology and communications,www.sunnyoptical.com,china
automotive,www.klbaoxin.com,china
construction,www.tmk-group.ru,russia
business and consumer services,www.finning.com/en_ca.html,canada
financial services,www.bancobpmspa.it,italy
pharmaceuticals and healthcare,www.grifols.com/en/web/gcom,spain
transport and logistics,www.klm.com,netherlands
chemicals,www.ube-ind.co.jp,japan
technology and communications,www.resideo.com/us/en,united states of america
industrial goods and machinery,www.brunswick.com,united states of america
energy and utilities,petronetlng.in,india
construction,www.sce-re.com,china
consumer packaged goods,www.postholdings.com,united states of america
construction,www.ytl.com,malaysia
business and consumer services,www.fgl.co.jp,japan
leisure and arts,www.zensho.co.jp,japan
transport and logistics,www.cathaypacific.com,hong kong
consumer packaged goods,www.orkla.no,norway
financial services,www.yuanta.com,taiwan
construction,www.snclavalin.com,canada
power,www.gdg.com.cn,china
medical equipment,www.hoya.com,japan
technology and communications,www.servicenow.com,united states of america
financial services,www.nasdaq.com,united states of america
business and consumer services,www.bureauveritas.fr,france
financial services,www.bankofchangsha.com,china
construction,www.taylorwimpey.co.uk,united kingdom
financial services,www.otpbank.hu,hungary
agriculture and forestry,www.graincorp.com.au,australia
leisure and arts,www.pngaming.com,united states of america
technology and communications,www.liteon.com,taiwan
media,www.wmg.com,united states of america
power,www.hepco.co.jp,japan
retailing,alfamart.co.id,indonesia
pharmaceuticals and healthcare,www.lonza.com,switzerland
leisure and arts,www.hkjc.com,hong kong
financial services,www.bper.it,italy
industrial goods and machinery,www.crsc.cn,china
financial services,www.apollo.com,united states of america
metals and mining,www.westmining.com,china
technology and communications,www.ams.com,austria
chemicals,www.hitachi-chem.co.jp,japan
industrial goods and machinery,www.fujikura.co.jp,japan
technology and communications,www.navercorp.com,south korea
automotive,www.y-yokohama.com,japan
metals and mining,www.penoles.com.mx,mexico
leisure and arts,www.airbnb.co.in,united states of america
technology and communications,www.lg.co.kr,south korea
