foundation_year,headquarter,industry,name,ownership
1995,"mumbai, maharashtra, india",financial services,india ratings & research,private
0,,financial services,digamber finance,
2014,"noida, uttar pradesh, india",it services & consulting,appsquadz software,private
2015,"mumbai,maharashtra, india",packaging,bizongo,private
1998,"surat, india",hospitality,sugar n spice,
2011,"raipur, india",education & training,academic world school,
1963,"sulzbach, germany",industrial machinery,hydac,
1986,"bengaluru, india",management consulting,an prakash construction project management consultants,private
2004,"hyderabad/secunderabad, telangana, india",engineering & construction,sri sreenivasa constructions,private
0,,education & training,institute of medical sciences and sum hospital,
1992,"dubai, uae",retail,majid al futtaim retail,private
1984,"kolkata, west bengal, india",real estate,r.k. group,private
2015,"bangalore/bengaluru, karnataka, india",financial services,finwizard technology,private
2005,"mumbai, india",power,maharashtra state power generation company,
0,,education & training,st. andrews institute of technology and management,
1931,"ahmedabad, gujarat, india",fashion & textile,arvind textile mills,
0,,industrial machinery,gainwell cat,
0,,,tata communications payment solutions,
0,"mumbai, maharashtra, india",it services & consulting,colgate global business services,
0,,financial services,sbi credit card collection,
0,,power,tp central odisha distribution,
2019,"bangalore,karnataka, india",software product,pagarbook,private
0,,,wheels india - tvs group,
0,,,competition team technology,
2017,"bangalore,karnataka, india",internet,phablecare,
2015,"bangalore,karnataka, india",financial services,niyo solutions,private
2018,"kolkata, india",retail,winds e world,public
1982,"saint quentin en yvelines, ile-de-france, france",it services & consulting,expleo india infosystems,
0,,,dhl it services,
0,,,efficiently,
0,,it services & consulting,fx abs software solutions,
0,,,learnbay,
0,,,uv infratech systems,
1979,"pune, maharashtra, india",industrial machinery,electromech material handling systems,private
0,"leesburg,",real estate,jp associates,private
1972,"southampton, united kingdom",sports & recreation,carnival uk,
2002,"chennai, tamil nadu, india",healthcare,vasan health care,private
1991,"pune, india",industrial automation,renu electronics,private
2008,"secunderabad, india",recruitment,hucon solutions,private
1995,"mumbai, maharashtra, india",,emkay global financial services,public
1991,"leatherhead, united kingdom",it services & consulting,hh global,
2006,"gurgaon,haryana, india",it services & consulting,ginesys,private
2004,"irvine, united states",it services & consulting,sigma infosolutions,public
1960,"gurgaon, india",fmcg,vi-john group,private
2003,"pune, maharashtra, india",it services & consulting,ait global,private
1946,"weybridge, united kingdom",logistics,chep,private
2005,"indore, madhya pradesh, india",financial services,capitalvia,private
1992,"ghaziabad, uttar pradesh, india",healthcare,ayurvet,private
2006,"gurgaon, india",real estate,sare homes,private
2011,"wilmington, delaware, us",edtech,knowledgehut,private
1973,"anand, india",industrial machinery,anupam industries,private
1964,"puducherry, india",education & training,jipmer,private
1998,"gurgaon/gurugram, haryana, india",beauty & personal care,nature s essence,private
2001,"chennai, tamil nadu, india",it services & consulting,excelacom technologies,private
1991,"new delhi, india",it services & consulting,intec infonet,private
1989,"ludhiana, punjab, india",import & export,eastman cast & forge,public
1997,"bangalore, india",auto components,ravindu toyota,private
1882,"bengaluru, india",education & training,st. joseph's college,private
1988,"vijayawada, andhra pradesh, india",education & training,nalanda educational institutions,private
1983,"hyderabad,telangana, india",medical equipment,terumo penpol,private
1982,"mumbai, maharashtra, india",chemicals,benzo chem industries,private
2000,"new delhi, india",consumer electronics & appliances,pritam international,private
2010,"chennai,tamil nadu, india",education & training,karadi path education company,private
1951,"randers, denmark",oil & gas,kosan crisplant,
2005,"pune, india",industrial machinery,shirodkar preci comp,private
1988,"kolhapur, india",industrial machinery,sound castings,private
1993,"bhopal, india",food processing,magnum,public
1993,"bangalore/bengaluru, karnataka, india",food processing,the global green company,private
1981,"coimbatore, india",electrical equipment,lakshmi electrical control systems,public
1932,"norwalk, united states",financial services,ge money,public
2006,"chicago, united states",marketing & advertising,affinity global advertising,private
1987,"pune, india",waste management,span pumps,
2000,"kozhikode, india",automobile,amana toyota,private
2005,"new delhi, india",it services & consulting,weaverbird engineering technology,private
2012,"noida, uttar pradesh, india",electronics manufacturing,legero lighting,private
2015,"chandigarh, chandigarh, india",recruitment,shiv enterprises,proprietorship
1996,"mumbai, maharashtra, india",logistics,samsara shipping,private
1999,"mumbai, india",automobile,toyota lakozy auto,private
1985,"aurangabad, india",auto components,nhk automotive components india,
1957,"mumbai, maharashtra, india",engineering & construction,valecha engineering,public
1995,"mumbai, maharashtra, india",telecom,indore composite,private
1998,"dehradun, india",education & training,dit university,private
1966,"surat, india",government,surat municipal corporation,public
2002,"bawal, india",iron & steel,magnum mi steel,
0,,logistics,nyk auto logistics,
2012,"hyderabad/secunderabad, telangana, india",pharma,innovare labs,private
2012,"san jose, california, united states",it services & consulting,zymr systems,private
2009,"delhi,nct, india",fashion & textile,shr lifestyles,
2008,"mumbai, india",internet,shop cj network,private
1979,"nashik, india",industrial machinery,right tight fasteners,
1990,"new delhi, india",auto components,shree amba industries,
1985,"pune, india",industrial machinery,automag india pvt ltd pune,private
1986,"faridabad, india",industrial machinery,pooja forge,public
0,,,white shrub,
2011,"chennai, india",auto components,ms global india automotive,
1965,"bengaluru, india",industrial machinery,hind high vacuum,private
1995,"mumbai, india",bpo,tele access e-services,
1993,"vasai virar, india",telecom,terminal technologies (i),
1980,"riyadh, saudi arabia",engineering & construction,abdul ali al ajmi company,
1968,"gurugram, india",agro chemicals,coromandel agrico,private
1960,"gurgaon, india",fmcg,vi-john group,private
1974,"pune, india",industrial machinery,universal construction machinery and equipment,public
2015,"delhi,nct, india",analytics & kpo,rfcl,private
2001,"mumbai, maharashtra, india",it services & consulting,d2k technologies india,private
1991,"leatherhead, united kingdom",it services & consulting,hh global,
1923,"providence, united states",aviation,textron,public
2004,"chennai, india",real estate,alliance group,private
1964,"puducherry, india",education & training,jipmer,private
1998,"gurgaon/gurugram, haryana, india",beauty & personal care,nature s essence,private
1992,"ghaziabad, uttar pradesh, india",healthcare,ayurvet,private
1991,"pune, india",industrial automation,renu electronics,private
1988,"vijayawada, andhra pradesh, india",education & training,nalanda educational institutions,private
2009,"2675 breckinridge blvd, suite 250, duluth ga, united states (usa)",it services & consulting,commerce pundit,private
1889,"colombes, france",chemicals,bostik,private
1992,"waterbury, connecticut, united states (usa)",it services & consulting,l cube innovative solutions,private
1996,"bengaluru, india",auto components,aditya auto products & engineering,private
1950,"new delhi, india",government,supreme court of india,private
2004,"irvine, united states",it services & consulting,sigma infosolutions,public
2005,"mumbai, india",logistics,hind terminals,private
2006,"gurgaon,haryana, india",it services & consulting,ginesys,private
1971,"kolkata, india",healthcare,kothari medical centre,private
2001,"atlanta,",it services & consulting,advocate,private
1896,"puteaux, haut de seine, france",packaging,sgd pharma,private
1968,"gurugram, india",agro chemicals,coromandel agrico,private
2004,"new delhi, india",education & training,icri,private
2015,"delhi,nct, india",analytics & kpo,rfcl,private
1889,"colombes, france",chemicals,bostik,private
1979,"nashik, india",industrial machinery,right tight fasteners,
2011,"chennai, india",auto components,ms global india automotive,
1992,"waterbury, connecticut, united states (usa)",it services & consulting,l cube innovative solutions,private
2004,"chennai, india",real estate,alliance group,private
1979,"mumbai, maharashtra, india",pharma,lasons india,private
0,,design,jabil,
2006,"bangalore/bengaluru, karnataka, india",fintech,alice blue commodities,private
1987,"jaipur, india",jewellery,derewala jewellery industries,private
2006,"chicago, united states",marketing & advertising,affinity global advertising,private
2010,"chennai,tamil nadu, india",education & training,karadi path education company,private
2003,"ahmedabad, gujarat, india",software product,pandit ventures,private
1972,"abu dhabi, abu dhabi, united arab emirates (uae)",metals & mining,adnoc drilling,
1995,"belgaum, india",financial services,lokmanya multipurpose co-op society,private
2013,"noida, india",broadcasting,news nation,private
1984,"mumbai, maharashtra, india",non-profit,swades foundation,private
1991,"secunderabad, india",petrochemicals,godavari polymers,private
1932,"norwalk, united states",financial services,ge money,public
1990,"new delhi, india",auto components,shree amba industries,
2008,"mumbai, india",internet,shop cj network,private
1981,"coimbatore, india",electrical equipment,lakshmi electrical control systems,public
2005,"pune, india",industrial machinery,shirodkar preci comp,private
1988,"kolhapur, india",industrial machinery,sound castings,private
1993,"bhopal, india",food processing,magnum,public
1888,"schramberg, germany",auto components,kern liebers,private
1999,"somerset, new jersey, united states of america",it services & consulting,tcg digital solutions,private
